IBRD only,IBD,18.09761846,19.26335487,19.94431637,19.86126252,21.00157201,20.7852557,21.36871756,21.63241994,21.71601894,22.95170251,21.47754426,22.0454699,20.99648268
IDA & IBRD total,IBT,17.70625614,18.83933407,19.45512831,19.44139427,20.33854805,20.2394623,20.76111229,21.06037024,21.06952611,22.35484829,20.89208227,21.43981723,20.57976052
Czechia,CZE,18.71535272,18.58920634,17.33436851,17.3712318,17.7344072,16.87280214,17.82925682,19.55499779,20.71041302,22.58251526,20.35609093,21.8353619,20.30272399
OECD members,OED,18.1601947,18.43240611,18.54040616,18.54959649,19.22662576,19.53971874,17.75768672,17.57448229,17.79327405,18.16608162,18.26285163,20.67673968,20.15993944
Europe & Central Asia,ECS,16.25841278,16.7045188,16.98709662,17.05664535,17.90836141,18.13638793,15.94065636,15.51741631,16.14950884,15.92321767,15.9819014,19.84610049,19.99025183
Euro area,EMU,16.07241026,16.70476965,16.74354936,16.90784959,17.65203865,18.05610704,16.4356057,16.04621089,16.71496319,16.49748926,16.73596083,19.79067297,19.85435818
European Union,EUU,15.98209509,16.42699095,16.39901312,16.53078918,17.26203439,17.52120419,15.99495452,15.65740967,16.23992589,16.14314931,16.20751503,19.04654084,19.09117824
Belgium,BEL,8.674838406,8.942000799,10.64061175,11.93935173,12.33517397,13.33124516,11.49179036,11.70586406,14.14401388,15.26186158,21.37996388,22.81791352,18.66682276
Kyrgyz Republic,KGZ,3.953168628,4.782588916,5.433465788,2.048257618,12.24602062,19.63131835,17.61234039,8.051890458,6.738478476,8.746550928,16.29872607,10.55405201,18.57292919
Cyprus,CYP,30.35854355,16.59149678,13.08339846,14.52826332,12.7108239,13.328515,13.34996114,19.85679409,19.87421589,12.24482773,15.96900268,17.65959812,18.52129818
Barbados,BRB,,,,,,,,,13.69212972,20.30382213,17.15596635,17.01173931,18.43361349
Latvia,LVA,9.470834531,11.40641115,15.41780711,17.7278752,18.92454618,17.24052897,17.71788748,20.54827135,17.217489,20.03590681,16.98037136,17.33272743,18.11338573
Hungary,HUN,25.17936188,21.2196345,19.36915231,16.69019751,17.08325845,17.57645302,17.26307328,16.82098586,17.37876006,17.46488072,16.39751264,18.40489173,17.89126453
Germany,DEU,16.34,17.23,17.30,17.21,17.82,18.08,15.85,15.75,16.39,15.50,15.39,17.48,17.85
Sweden,SWE,18.69816207,17.98383179,18.0253833,17.87746724,18.12909541,17.83760164,15.11034245,14.16431406,14.50578357,15.13595084,13.93483175,17.25665414,17.64028101
Mexico,MEX,21.14812069,21.35332369,20.51094476,20.22209978,19.57270211,20.65411164,21.16809678,20.89174564,20.40685841,21.50742497,19.81134064,20.53436923,17.56867759
Denmark,DNK,15.2745652,15.8263351,15.82259116,15.71796053,17.1655002,14.88332424,12.42792192,12.35473019,12.03999674,13.23439255,13.76735527,16.18058738,17.19620135
Japan,JPN,18.39225376,18.23824796,17.75875891,17.78053472,18.04548893,17.62042385,17.59427747,17.29705281,17.03038445,18.63334879,18.00399135,18.25926154,17.10280607
Lower middle income,LMC,7.967122951,9.327345814,10.90996223,11.83865811,11.71984662,12.92969537,17.67959864,18.70152252,19.333607,21.12868576,19.26059666,21.11496607,16.78240312
Estonia,EST,22.22682757,20.5676117,20.67611482,23.65243882,22.71446763,21.90725837,17.96469428,18.20452601,16.96442487,20.62162643,20.63011556,18.01864383,16.58116052
Austria,AUT,13.26,14.54,15.37,15.49,15.03,14.45,12.89,11.65,11.48,12.27,11.02,14.91,15.92
Early-demographic dividend,EAR,7.704188328,7.906090202,7.758486624,8.135869985,8.611497695,8.791416867,10.54714518,10.67430542,11.07399891,12.79749637,11.08239372,13.78859278,15.76323773
Guyana,GUY,0.230409936,0.12352635,0.296978507,0.217317495,0.177560753,0.197005796,0.090739337,0.215510366,0.300824821,2.610881245,0.221685101,0.123954109,15.71389268
Canada,CAN,14.71,15.62,15.49,14.67,14.83,14.10,14.35,15.42,16.10,15.33,15.05,14.07,15.19
North America,NAC,19.40485441,19.25440537,19.25758866,19.36506728,20.22288647,20.98012501,18.39253913,17.93159145,18.20142516,18.70831032,18.93184768,19.29415553,15.18774223
Greece,GRC,11.25058622,10.14358506,8.478931881,11.50603126,12.92182531,13.72700812,12.11488958,12.95518895,12.52225556,13.25186697,12.28486815,14.47086518,15.15153377
India,IND,7.87,7.70,8.87,9.22,8.02,7.66,7.36,9.04,10.22,11.03,10.21,12.68,14.93
Lithuania,LTU,10.61,11.04,11.02,11.14,12.78,12.64,12.52,12.10,12.03,12.01,11.51,13.00,14.40
South Asia,SAS,7.074724458,6.932135782,7.961862222,8.710816564,6.83989432,7.072698886,6.85129519,8.636088685,9.466615966,10.29147576,9.620968847,11.88923017,14.10186072
South Asia (IDA & IBRD),TSA,7.074724458,6.932135782,7.961862222,8.710816564,6.83989432,7.072698886,6.85129519,8.636088685,9.466615966,10.29147576,9.620968847,11.88923017,14.10186072
Central Europe and the Baltics,CEB,12.95780271,12.6288392,12.46601286,12.61990064,13.13927937,13.11311722,12.98144647,13.13675447,13.16401478,13.7522315,12.72498944,13.82366726,13.73117394
Latin America & Caribbean (excluding high income),LAC,13.67309617,13.92364306,14.25934796,14.22985099,14.7770049,15.96433446,15.54147498,15.04835939,14.70536689,14.93729826,12.99932977,13.60810695,13.29800513
Latin America & Caribbean,LCN,12.54114598,12.81155287,13.18238479,13.21482152,13.75895682,14.93721529,14.46034185,13.97956577,13.74886064,14.80761337,12.61786114,12.72908293,13.06346727
Latin America & the Caribbean (IDA & IBRD countries),TLA,12.59488285,12.85927723,13.24477916,13.27401025,13.8343655,14.73916939,14.41614162,14.06403779,13.81455546,14.67014605,12.63024743,12.78133983,13.06346727
Romania,ROU,11.63583984,8.179879512,7.398183231,8.410476726,9.414147802,10.39245139,9.779597385,10.07719159,11.07256931,11.93704249,11.48794083,11.85733756,12.67474083
New Zealand,NZL,9.973780605,10.08321405,10.72643993,9.914291777,10.11254523,10.87770203,9.252291074,9.811754429,9.865946092,9.608749742,9.761107814,12.05434154,12.62472611
Bulgaria,BGR,7.815687938,8.047553928,8.294402193,7.578000868,8.450266713,8.986103053,9.636088545,10.37289026,10.85231018,11.30327258,10.92447357,10.38267754,12.05789442
Croatia,HRV,8.691154913,11.81205616,12.49349709,10.43905219,10.70662401,14.40169945,8.73810136,8.837531015,8.289270835,9.680041033,9.606733514,12.06385404,11.03359088
Poland,POL,6.618920414,7.811513839,8.745017672,10.06862779,10.77552133,10.7154228,10.66731873,10.39503339,9.852934836,9.86616549,9.445565143,10.94481746,10.8390285
Chile,CHL,5.120838175,5.436279356,6.694622315,7.091793651,6.722530526,8.424379559,7.106096475,6.911410994,7.632882021,15.97505834,12.44177486,6.936726841,10.71956334
Uruguay,URY,6.697487236,9.903988753,9.20466595,8.553454632,14.74259787,10.59605355,8.491142633,7.636703822,8.298025072,9.802503204,8.603734005,9.551600233,10.70723087
Italy,ITA,7.97,7.60,7.77,7.74,8.15,8.29,7.81,7.48,7.76,8.59,7.77,9.16,9.98
Paraguay,PRY,10.00737658,8.838163973,8.626709084,6.803182859,6.038421024,7.636267986,6.43135602,9.735859907,7.183011329,5.148321537,7.420545985,10.56199393,9.973774297
Brazil,BRA,11.14,11.89,11.97,12.37,14.49,16.00,14.31,14.74,14.07,11.35,9.00,9.11,9.85
Finland,FIN,11.08,10.47,9.03,10.05,10.18,10.05,9.66,9.02,9.21,9.98,10.29,9.62,9.71
Slovak Republic,SVK,7.524663276,9.56862397,11.01497362,11.14773596,11.15869969,10.73718804,11.76542023,10.63648312,9.912388827,9.997414468,9.001389402,8.490416014,9.650580934
Spain,ESP,6.586263992,7.250806634,6.97005296,6.912153615,6.888335065,7.802481411,6.999490135,6.766935487,6.846400911,7.768421355,9.393203822,12.58371879,9.562535616
Europe & Central Asia (IDA & IBRD countries),TEC,7.798059903,8.723418118,10.18682748,10.84608413,11.98896828,11.09072392,9.609473963,9.248841842,9.941074506,9.122030508,8.691360175,,8.652675263
Colombia,COL,4.68,5.68,7.77,8.12,9.85,10.19,8.96,7.22,9.05,9.91,8.21,8.40,8.60
Slovenia,SVN,6.214541578,6.661771913,6.738182839,6.41719008,7.007694456,7.144186748,6.508448248,6.830539823,7.353924504,7.799852786,6.209306033,8.569786439,8.203455821
Bolivia,BOL,13.2668527,9.223496529,9.364909775,8.057902583,6.402594479,4.459966573,5.871506761,5.048555728,3.45205028,4.325217851,4.548883143,5.517697487,8.165170226
Montenegro,MNE,8.253606497,10.78467837,7.904502907,14.6195849,12.76544051,5.564625817,4.238029616,3.153848134,6.889964775,7.607950937,9.444483875,8.21019507,7.995201603
Aruba,ABW,4.79098829,11.2591843,5.140044047,7.322855269,4.968985791,4.042385319,6.617982256,8.516507298,4.95360767,6.756175387,4.817053303,7.125146545,6.868008364
Ukraine,UKR,4.514226676,6.471936107,6.146130326,6.887543429,8.03896422,6.678941231,6.165929096,5.424951741,5.480148727,5.852393845,4.510507923,5.736135656,6.688121929
Portugal,PRT,4.123989792,4.492998652,4.700277948,4.88070968,5.079952775,5.805400011,5.988125954,5.283532694,6.941814754,7.114711571,6.250331405,6.990492068,6.680414546
El Salvador,SLV,6.635783774,6.007837845,5.655386552,5.652586108,4.977013949,5.373201397,5.737361472,6.126993374,5.140762647,6.371222749,7.175161507,7.850018887,6.404010713
Luxembourg,LUX,9.050599862,8.684869236,6.843852368,5.97251741,7.106357004,7.967086404,6.978141314,6.973241237,6.573569943,5.61923855,6.075202068,5.990460389,6.051749758
Guatemala,GTM,4.971644843,5.070397254,5.145011066,5.386812855,5.476163577,5.815915353,5.343581471,5.31041213,4.919346884,6.050863945,5.167081043,4.971624032,5.776624508
Argentina,ARG,7.321730602,6.636366956,7.458207449,7.061134904,9.22572828,8.98239948,9.20544177,5.402984101,5.212790589,6.903889256,4.422891393,4.751575243,5.449594406
Morocco,MAR,,,,,3.703917088,3.744987469,3.863137613,4.018602192,4.853753882,4.389071145,4.30127636,4.498382084,5.430705673
Malawi,MWI,15.66071478,2.127689094,11.45801804,4.131666081,1.28716235,2.371560838,2.012431544,2.14917014,6.844391536,2.798141543,6.073562309,2.307695393,5.310565941
North Macedonia,MKD,4.110124148,4.07043066,3.782459095,3.296011395,3.369132993,2.83705523,3.981634737,4.049076785,4.217455675,4.18105543,4.033195944,4.014984906,5.229710636
Europe & Central Asia (excluding high income),ECA,7.014913265,8.675225699,10.77845878,10.47118052,9.562425143,7.2665205,6.432212177,6.123421397,6.998797881,7.6552414,6.39329967,8.324017285,5.075536348
Tanzania,TZA,5.693519313,10.69076255,6.143433891,3.384302063,0.816770095,2.319527565,2.558370182,6.891643597,1.284425289,2.687619296,1.682934711,1.70363566,5.068110536
Bosnia and Herzegovina,BIH,3.271703368,2.617832063,2.40453152,2.495153151,2.963819947,2.734423809,5.443549338,5.254743019,5.26613569,4.614452474,5.316222002,5.224749178,4.967053666
South Africa,ZAF,6.207707226,6.687136205,6.522699586,6.660154456,7.406458153,6.6571232,5.679824427,5.273312669,4.895522634,5.62171976,5.54756049,5.521969233,4.955515712
Turkiye,TUR,2.110645608,2.154852626,3.130552576,3.37973172,3.436104436,3.038145997,3.232912935,2.673531299,3.028176692,3.152770113,3.2836274,3.664035549,4.51829099
Benin,BEN,,,1.275855655,4.135343881,1.625438077,1.244878302,4.670718405,2.842286786,1.48291432,1.84364943,2.698446899,4.287156206,4.41801514
Lebanon,LBN,2.950564917,2.291148064,2.676250759,2.521318968,2.188724535,2.822545094,3.283270928,2.354922116,3.891273528,5.136512592,2.154253145,15.13321994,4.302360784
Azerbaijan,AZE,1.731821187,8.55945903,13.77396721,7.729481744,3.899225068,2.812210783,3.301082299,4.345525061,4.951593404,7.067279517,2.097104231,3.912944162,4.172244876
Africa Eastern and Southern,AFE,,,5.287373632,,6.468420508,6.369743066,6.05298549,6.770189982,6.838487272,6.152467665,5.238384376,6.50899079,4.031394716
Burkina Faso,BFA,10.78721697,8.624837622,14.01696153,11.05877129,4.960277402,5.944967255,5.758531076,5.880928593,25.78715121,3.4012348,2.256539168,1.528998976,3.797846598
Georgia,GEO,1.507329746,2.493542278,2.538402617,3.077265249,5.789104667,3.448534871,2.966863973,2.886770868,2.076841355,2.125286771,1.602893022,3.112524338,3.778786777
Nigeria,NGA,1.266260221,1.891615366,2.991691419,2.107968968,11.90587563,2.35102616,2.330351819,1.928778265,1.482401174,6.944123096,6.487965049,2.384883029,3.530423703
Suriname,SUR,6.935176293,25.08546688,10.88441202,14.93506533,10.81283131,20.03223774,8.277509454,5.821896728,12.52180718,2.511958911,4.633987929,11.35014498,3.212749436
"Egypt, Arab Rep.",EGY,0.991983727,0.616321015,0.534837648,1.252666023,0.795057682,0.504375385,0.565232576,0.862813543,2.345265841,2.554901061,3.170819271,3.402049875,3.179624292
Kenya,KEN,,,4.069101189,,4.366095189,7.586234356,3.348590418,3.612962751,4.593277692,5.111782611,3.127360614,2.26073811,3.041694167
Grenada,GRD,1.851487104,3.290585889,2.77590686,15.65073253,5.974957013,32.21836712,7.165029605,12.72364332,11.44444448,2.975907461,1.241457582,2.17718749,3.007761342
Myanmar,MMR,0.201949574,1.013572002,0.268343903,0.62703149,0.469787769,7.533836766,6.028704113,4.516381762,2.750519991,3.172524938,5.069368434,2.614578396,2.946314142
Uzbekistan,UZB,,,,,,,1.543283661,0.453823634,0.724935108,1.304907827,0.308087494,1.412102407,2.822390701
Qatar,QAT,0.005507629,0.602919143,0.545850322,0.049124709,1.104773391,0.001132908,0.005506202,1.801937191,0.002503856,7.111804652,1.719404264,2.859699413,2.780036303
Mozambique,MOZ,,24.74088809,13.62546991,5.716550763,11.66938672,1.620858043,10.71051594,4.293210465,1.082702357,0.844313381,1.599039628,3.179624181,2.742445578
Jamaica,JAM,7.331940257,2.079427289,3.566952376,4.572056343,1.036084939,4.127705692,5.739326105,7.978524617,4.172414279,2.350641384,2.471950012,1.470984755,2.646989791
Moldova,MDA,7.418534795,5.132547013,2.76672881,5.339084,4.609752699,3.483887491,5.393474718,2.51881364,2.961304894,2.239086429,2.236947407,2.140180394,2.617084405
IDA blend,IDB,,,2.493541358,2.135740445,2.449012196,3.477045147,2.569575455,2.494380196,3.104331032,2.60979477,1.931830618,1.581149621,2.310829917
Ghana,GHA,1.706159338,7.593666113,5.100931636,6.744540366,7.585975796,2.298139744,4.427172319,8.305354209,1.143254011,,0.726084594,1.957407169,2.110037622
Jordan,JOR,2.550583866,2.367792928,1.68597467,1.80671197,2.577043113,3.37782668,1.812819426,1.508584807,1.36854381,1.543878589,1.713679703,1.449688267,2.084159854
Zimbabwe,ZWE,2.775200482,6.220814405,2.939574007,1.461770586,3.276827601,5.164382637,2.58586852,2.06369292,4.949714462,2.383867584,1.053740104,1.476931138,1.942188282
Pakistan,PAK,1.814605631,1.725260189,1.924888894,1.448112847,1.603833334,1.957391558,2.176368769,2.169752842,2.302696918,1.887812496,1.488488236,1.432256354,1.90280939
Fiji,FJI,4.335384495,2.389502197,2.377898718,2.648580947,2.400883593,2.842033587,3.5348889,3.803222488,5.679975433,10.85087491,1.909128737,2.241245878,1.646797844
Pacific island small states,PSS,3.944717659,,,3.403994826,4.138224141,5.105738702,3.850481987,4.938432599,,,,2.241245878,1.646797844
Sri Lanka,LKA,1.035499503,0.950920294,1.039212636,0.954466728,0.891656259,0.94390432,1.019937052,,1.102104182,1.256392806,1.045191296,1.086374577,1.417238453
Zambia,ZMB,1.595564799,4.087496172,1.262393471,1.637361997,4.253384553,22.52556372,4.484758269,2.142753913,2.199605929,1.361262328,0.953120511,0.716710302,1.163565889
Cabo Verde,CPV,0.601739057,0,,0.002953693,,,,9.64E-05,1.323279335,0.760204523,2.038021425,3.476540002,1.152150058
Brunei Darussalam,BRN,20.87048889,13.79283557,16.28734919,8.560459141,19.09193069,13.57667442,29.84947115,0.042429712,8.093970139,1.338957049,1.360917585,1.044259604,1.019250568
Mauritius,MUS,0.800067417,0.929231405,0.575721802,0.029875207,0.114086428,0.108502819,2.385411188,2.597959071,2.143794724,2.305358037,0.386204361,2.067079625,1.014538901
Panama,PAN,1.44990604,0.419679183,0.046119502,0.195655792,0.000467296,1.156544007,0.29486416,0.125338794,0.295190561,0.743662486,0.260062227,0.233624548,1.00049164
French Polynesia,PYF,17.72483053,2.598981611,7.913055663,15.55733417,11.82096334,22.20840332,13.29134764,10.70526023,30.81895874,10.29261076,23.2822468,9.982096392,0.908614115
Nicaragua,NIC,6.71165299,0.245001979,0.36768207,0.468464498,0.583114234,0.798662569,0.599501195,0.676886132,1.062570463,0.537956805,1.217988202,1.255393213,0.804653157
Togo,TGO,0.195578045,0.171441832,0.220281403,0.154374793,0.804645069,0.099803069,0.740557471,0.090662648,0.053547031,0.237930204,0.326092138,0.301071945,0.573585599
Botswana,BWA,,,0.399203014,0.257049739,0.6972176,0.424915581,0.957704009,0.611075284,0.365247159,0.405712803,0.330785941,0.502381294,0.539469031
Madagascar,MDG,9.089408576,1.49588449,7.579966474,1.540066442,2.005610366,1.549809294,1.289485858,1.044332984,0.963097897,0.539322061,0.405991436,0.348624985,0.478060054
Bahrain,BHR,0.152292186,0.386615907,0.592038996,1.49913896,0.935614309,1.05834005,0.624948583,0.449030021,4.448498336,8.973661056,0.590590043,0.569959196,0.387343645
Maldives,MDV,,,,,,0.025307379,0.14397589,,,1.732931278,2.011251894,4.096414731,0.189505057
Namibia,NAM,1.829575705,5.369950087,2.795757204,3.651806415,0.439319534,2.225421427,0.181864832,0.219642434,0.015870922,0.023276606,0.066627518,0.056365656,0.064075637
Antigua and Barbuda,ATG,,,0,0,0,0.026055698,0.375050372,0.613426845,0,0,0,0,0
Belize,BLZ,0.008498722,0,0,0,0,0,8.17E-05,0.066546021,0,0.938240934,0.191639909,0.000181554,0
"Macao SAR, China",MAC,0,0,0,0.096658026,0,,16.19144757,0,0,0,0,0,0
Afghanistan,AFG,,,,,,,,0,0,,,,
Africa Western and Central,AFW,,,,6.916935581,5.076659151,3.811604635,4.727445669,5.603842992,5.417461669,,2.970965387,,
Angola,AGO,,,,,12.60448589,12.98830509,19.3839507,23.31277546,27.49650169,23.39462138,16.12695404,22.063504,
Albania,ALB,1.016872916,0.922637019,0.890238022,0.257234804,1.634190367,0.784313365,0.088457922,0.044701983,0.128427413,0.285854496,0.419509989,0.059640998,
Arab World,ARB,,1.886870457,1.888257133,3.871893416,2.839916149,1.868660457,1.752710815,2.074689135,2.001038605,4.414111291,1.866177302,,
United Arab Emirates,ARE,,3.766659993,3.607384386,10.16951897,5.301997688,2.619028405,2.84060044,2.903264325,2.998655779,5.377044928,8.957962657,9.287760224,
American Samoa,ASM,,,,,,,,,,,,,
Burundi,BDI,,,0.308296619,1.457298325,3.492667709,3.195982557,1.663621512,25.93632548,0.470990948,0.120495502,0.250001784,1.117924092,
Bangladesh,BGD,0.195064696,0.463362848,0.299089378,,0.307867105,,,,,,,,
"Bahamas, The",BHS,0,0,0,0,0,2.104436658,7.802953484,1.966441851,1.205448766,3.044762603,,0,
Belarus,BLR,2.56526353,2.837467803,4.604536191,4.169562891,4.479735581,4.875279753,4.60498281,4.283890659,4.497113096,5.098125922,6.015768464,,
Bermuda,BMU,,12.34846455,12.60000423,28.60412471,27.16155607,48.78536566,21.78901214,17.05594131,6.940526788,5.482394182,8.074360497,12.54029083,
Bhutan,BTN,8.76E-05,0.02303265,,,,,,,,,,,
Central African Republic,CAF,0.032534625,1.413306999,0.289135277,,5.268427891,11.77186175,22.07636162,29.01931806,95.61793507,0.670838356,7.66912447,37.29740468,
Channel Islands,CHI,,,,,,,,,,,,,
Cote d'Ivoire,CIV,16.69300892,8.970499626,4.359296595,11.38867888,7.209722086,8.593672231,7.015540668,6.559992801,11.23151885,5.112940249,3.863366454,3.556570329,
Cameroon,CMR,,,3.204353022,6.841551246,4.857325353,5.618417735,6.017404018,7.025364115,5.119075846,3.083822424,2.15123167,,
"Congo, Dem. Rep.",COD,,,,,2.604479305,0.310225165,0.184343688,0.246252589,0.782215716,0.506820617,0.078234669,0.723158682,
"Congo, Rep.",COG,,,,1.090859863,0.92625389,1.159504105,2.006574111,2.524743618,6.342190695,4.549873278,6.537112475,,
Comoros,COM,,,,2.12626127,3.227019968,0.230530376,27.39812915,0.17260788,3.030446007,0.574929086,0.20688391,,
Costa Rica,CRI,40.99713032,39.78983017,43.44155138,36.50618338,16.98407796,18.44247052,18.49521818,18.46688402,17.564935,15.68196103,16.96700055,21.974896,
Caribbean small states,CSS,0.001836087,0.264945531,0.208623152,0,0,1.710920535,5.249346485,1.51653131,3.899502367,7.040828901,,3.516881722,
Cuba,CUB,,,,,,35.00333202,21.11088362,11.49891607,,,,,
Curacao,CUW,,,,,,,,,,,,,
Cayman Islands,CYM,,,,,,,,,,69.59947433,67.76533746,,
Djibouti,DJI,,,,,,,,,,,,,
Dominica,DMA,,9.006074095,5.940539926,,,9.623349243,8.330018176,5.331808639,16.90506501,1.694410125,3.305330778,,
Dominican Republic,DOM,2.385705678,3.200658236,4.454537762,4.305050412,3.966846975,4.421814825,8.356271499,6.398157063,6.347611764,8.727411743,8.480050015,6.018790559,
Algeria,DZA,0.541468263,0.343094841,0.569890658,0.328391631,0.233281066,0.489614088,0.960396673,,,,,,
Ecuador,ECU,3.576748277,2.933206023,5.235662283,5.637215369,7.688544036,9.192473608,7.956916349,5.299908738,5.52377826,4.281927595,4.840963174,6.711579234,
Eritrea,ERI,,,,,,,,,,,,,
Ethiopia,ETH,2.240081132,3.44999501,1.850357154,9.130960303,6.194527863,6.827402694,5.839371939,13.64515256,9.423392211,13.10145253,8.546588832,3.210265749,
Fragile and conflict affected situations,FCS,,,,,,,,,,,,,
Faroe Islands,FRO,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,
Gabon,GAB,11.10942205,4.21780646,0.959610779,1.627332257,1.081085549,1.576420165,3.227817758,2.995356488,2.346386689,2.389734241,1.483325896,,
Gibraltar,GIB,,,,,,,,,,,,,
Guinea,GIN,,,2.496890337,5.082024553,0.959602494,0.899971742,,,,,,,
"Gambia, The",GMB,4.043589914,0.17501473,3.421153698,0,1.064935065,0,0.360381487,1.741529962,0.040954839,0.886698822,0.000735978,,
Guinea-Bissau,GNB,,,,,5.806451613,,,,,,,,
Equatorial Guinea,GNQ,,,,,,,,,,,,,
